State,Crop,Season,Year,Area,Production,Yield
Uttarakhand,Other Kharif pulses,Kharif,2018-19,14373.0,15537.0,1.0809851805468587
Uttarakhand,Other Kharif pulses,Kharif,2019-20,14318.0,14866.0,1.0382735018857383
Uttarakhand,Other Kharif pulses,Kharif,2020-21,14208.0,15379.0,1.0824183558558558
Uttarakhand,Other Rabi pulses,Rabi,2000-01,127.0,54.0,0.4251968503937008
Uttarakhand,Other Rabi pulses,Rabi,2001-02,211.0,93.0,0.44075829383886256
Uttarakhand,Other Rabi pulses,Rabi,2002-03,64.0,28.0,0.4375
Uttarakhand,Other Rabi pulses,Rabi,2003-04,43.0,22.0,0.5116279069767442
Uttarakhand,Other Rabi pulses,Rabi,2004-05,756.0,364.0,0.48148148148148145
Uttarakhand,Other Rabi pulses,Rabi,2005-06,30.0,17.0,0.5666666666666667
Uttarakhand,Other Rabi pulses,Rabi,2006-07,50.0,18.0,0.36
Uttarakhand,Other Rabi pulses,Rabi,2007-08,93.0,41.0,0.44086021505376344
Uttarakhand,Other Rabi pulses,Rabi,2008-09,201.0,90.0,0.44776119402985076
Uttarakhand,Other Rabi pulses,Rabi,2009-10,164.0,121.0,0.7378048780487805
Uttarakhand,Other Rabi pulses,Rabi,2010-11,33.0,19.0,0.5757575757575758
Uttarakhand,Other Rabi pulses,Rabi,2011-12,23.0,14.0,0.6086956521739131
Uttarakhand,Other Rabi pulses,Rabi,2012-13,3.0,1.0,0.3333333333333333
Uttarakhand,Other Rabi pulses,Rabi,2013-14,8.0,5.0,0.625
Uttarakhand,Other Rabi pulses,Rabi,2014-15,6.0,5.0,0.8333333333333334
Uttarakhand,Other Rabi pulses,Rabi,2015-16,4.0,4.0,1.0
Uttarakhand,Other Rabi pulses,Rabi,2016-17,19.0,15.0,0.7894736842105263
Uttarakhand,Other Rabi pulses,Rabi,2017-18,27.0,22.0,0.8148148148148148
Uttarakhand,Other Rabi pulses,Rabi,2018-19,5.0,3.0,0.6
Uttarakhand,Other Rabi pulses,Rabi,2019-20,51.0,42.0,0.8235294117647058
Uttarakhand,Other Rabi pulses,Rabi,2020-21,32.0,21.0,0.65625
Uttarakhand,Other Summer Pulses,Summer,2016-17,12.0,7.0,0.5833333333333334
Uttarakhand,Other Summer Pulses,Summer,2018-19,3.0,2.0,0.6666666666666666
Uttarakhand,Peas & beans (Pulses),Rabi,2000-01,3402.0,2598.0,0.763668430335097
Uttarakhand,Peas & beans (Pulses),Rabi,2001-02,3251.0,2370.0,0.7290064595509074
Uttarakhand,Peas & beans (Pulses),Rabi,2002-03,3550.0,2636.0,0.7425352112676057
Uttarakhand,Peas & beans (Pulses),Rabi,2003-04,4451.0,3386.0,0.7607279263086947
Uttarakhand,Peas & beans (Pulses),Rabi,2004-05,3852.0,2987.0,0.7754413291796469
Uttarakhand,Peas & beans (Pulses),Rabi,2005-06,3837.0,2628.0,0.6849100860046912
Uttarakhand,Peas & beans (Pulses),Rabi,2006-07,5003.0,4902.0,0.9798121127323606
Uttarakhand,Peas & beans (Pulses),Rabi,2007-08,3903.0,3518.0,0.9013579297975916
Uttarakhand,Peas & beans (Pulses),Rabi,2008-09,3516.0,1504.0,0.42775881683731515
Uttarakhand,Peas & beans (Pulses),Rabi,2009-10,5504.0,5502.0,0.9996366279069767
Uttarakhand,Peas & beans (Pulses),Rabi,2010-11,6636.0,6785.0,1.022453285111513
Uttarakhand,Peas & beans (Pulses),Rabi,2011-12,6396.0,6576.0,1.0281425891181988
Uttarakhand,Peas & beans (Pulses),Rabi,2012-13,6117.0,6017.0,0.9836521170508419
Uttarakhand,Peas & beans (Pulses),Rabi,2013-14,6244.0,6163.0,0.9870275464445868
Uttarakhand,Peas & beans (Pulses),Rabi,2014-15,5572.0,5393.0,0.9678750897343862
Uttarakhand,Peas & beans (Pulses),Rabi,2015-16,4983.0,4666.0,0.9363837045956251
Uttarakhand,Peas & beans (Pulses),Rabi,2016-17,4232.0,4149.0,0.9803875236294896
Uttarakhand,Peas & beans (Pulses),Rabi,2017-18,4348.0,4095.0,0.9418123275068997
Uttarakhand,Peas & beans (Pulses),Rabi,2018-19,5552.0,5551.0,0.9998198847262247
Uttarakhand,Peas & beans (Pulses),Rabi,2019-20,5903.0,5153.0,0.8729459596815179
Uttarakhand,Peas & beans (Pulses),Rabi,2020-21,4919.0,4135.0,0.8406180117910145
Uttarakhand,Potato,Kharif,2000-01,6286.0,138309.0,22.00270442252625
Uttarakhand,Potato,Kharif,2001-02,7761.0,155501.0,20.03620667439763
Uttarakhand,Potato,Kharif,2002-03,7741.0,154194.0,19.91913189510399
Uttarakhand,Potato,Kharif,2006-07,8274.0,83792.0,10.127145274353396
Uttarakhand,Potato,Kharif,2007-08,7539.0,72247.0,9.58310120705664
Uttarakhand,Potato,Kharif,2008-09,7723.0,72666.0,9.409037938624886
Uttarakhand,Potato,Kharif,2009-10,10187.0,104530.0,10.26111711004221
Uttarakhand,Potato,Kharif,2010-11,7578.0,72287.0,9.539060438110319
Uttarakhand,Potato,Kharif,2011-12,7623.0,78490.0,10.296471205562115
Uttarakhand,Potato,Kharif,2012-13,8339.0,69006.0,8.275092936802974
Uttarakhand,Potato,Kharif,2013-14,9246.0,84730.0,9.163962794722043
Uttarakhand,Potato,Kharif,2014-15,6561.0,70178.0,10.696235329980185
Uttarakhand,Potato,Kharif,2015-16,7364.0,69359.0,9.418658337859858
Uttarakhand,Potato,Kharif,2016-17,6583.0,55540.0,8.43688288014583
Uttarakhand,Potato,Kharif,2017-18,7861.0,79562.0,10.121104185218165
Uttarakhand,Potato,Kharif,2018-19,6970.0,69123.0,9.917216642754664
Uttarakhand,Potato,Kharif,2019-20,8156.0,86509.0,10.606792545365375
Uttarakhand,Potato,Kharif,2020-21,6020.0,51902.0,8.621594684385382
Uttarakhand,Potato,Rabi,2000-01,6473.0,148125.0,22.883516143982696
Uttarakhand,Potato,Rabi,2001-02,5739.0,121724.0,21.209966893186966
Uttarakhand,Potato,Rabi,2002-03,6803.0,143706.0,21.123915919447303
Uttarakhand,Potato,Rabi,2006-07,7099.0,77930.0,10.977602479222426
Uttarakhand,Potato,Rabi,2007-08,6693.0,53843.0,8.0446735395189
Uttarakhand,Potato,Rabi,2008-09,6266.0,67396.0,10.755825087775296
Uttarakhand,Potato,Rabi,2009-10,5873.0,70526.0,12.008513536523072
Uttarakhand,Potato,Rabi,2010-11,4793.0,60822.0,12.689755894012102
Uttarakhand,Potato,Rabi,2011-12,4642.0,55998.0,12.063334769495906
Uttarakhand,Potato,Rabi,2012-13,5317.0,64212.0,12.07673500094038
Uttarakhand,Potato,Rabi,2013-14,5058.0,54900.0,10.854092526690392
Uttarakhand,Potato,Rabi,2014-15,5262.0,50495.0,9.5961611554542
Uttarakhand,Potato,Rabi,2015-16,4863.0,40894.0,8.409212420316678
Uttarakhand,Potato,Rabi,2016-17,5688.0,68184.0,11.987341772151899
Uttarakhand,Potato,Rabi,2017-18,6141.0,80400.0,13.092330239374695
Uttarakhand,Potato,Rabi,2018-19,4955.0,60075.0,12.124117053481331
Uttarakhand,Potato,Rabi,2019-20,6411.0,76031.0,11.859460302604898
Uttarakhand,Potato,Rabi,2020-21,5427.0,62736.0,11.559977888336098
Uttarakhand,Potato,Whole Year,2003-04,16054.0,261765.0,16.305282172667248
Uttarakhand,Potato,Whole Year,2004-05,14104.0,180857.0,12.823099829835508
Uttarakhand,Potato,Whole Year,2005-06,15736.0,243492.0,15.473563802745298
Uttarakhand,Ragi,Kharif,2000-01,127733.0,162286.0,1.2705095785740568
Uttarakhand,Ragi,Kharif,2001-02,131779.0,161963.0,1.2290501521486732
Uttarakhand,Ragi,Kharif,2002-03,127391.0,129586.0,1.017230416591439
Uttarakhand,Ragi,Kharif,2003-04,126421.0,165549.0,1.3095055410098007
Uttarakhand,Ragi,Kharif,2004-05,131003.0,164096.0,1.252612535590788
Uttarakhand,Ragi,Kharif,2005-06,124379.0,156720.0,1.2600197782583877
Uttarakhand,Ragi,Kharif,2006-07,125640.0,171181.0,1.3624721426297357
Uttarakhand,Ragi,Kharif,2007-08,122498.0,172157.0,1.4053862103871084
Uttarakhand,Ragi,Kharif,2008-09,120707.0,173627.0,1.438416993214975
Uttarakhand,Ragi,Kharif,2009-10,116162.0,142978.0,1.2308500197999346
Uttarakhand,Ragi,Kharif,2010-11,119207.0,159286.0,1.3362134773964616
Uttarakhand,Ragi,Kharif,2011-12,114511.0,160034.0,1.3975425941612596
Uttarakhand,Ragi,Kharif,2012-13,113210.0,157792.0,1.393799134352089
Uttarakhand,Ragi,Kharif,2013-14,108656.0,148803.0,1.3694871889265203
Uttarakhand,Ragi,Kharif,2014-15,107904.0,149033.0,1.3811628855278766
Uttarakhand,Ragi,Kharif,2015-16,105450.0,148705.0,1.4101944049312471
Uttarakhand,Ragi,Kharif,2016-17,106365.0,157402.0,1.479828891082593
Uttarakhand,Ragi,Kharif,2017-18,101504.0,138836.0,1.3677884615384615
Uttarakhand,Ragi,Kharif,2018-19,94004.0,114457.0,1.2175758478362624
Uttarakhand,Ragi,Kharif,2019-20,91584.0,129994.0,1.4193964011180993
Uttarakhand,Ragi,Kharif,2020-21,85427.0,125898.0,1.473749517131586
Uttarakhand,Rapeseed &Mustard,Rabi,2000-01,13406.0,8127.0,0.6062210950320752
Uttarakhand,Rapeseed &Mustard,Rabi,2001-02,11795.0,7557.0,0.6406952098346758
Uttarakhand,Rapeseed &Mustard,Rabi,2002-03,11423.0,6497.0,0.5687647728267531
Uttarakhand,Rapeseed &Mustard,Rabi,2003-04,12545.0,10025.0,0.79912315663611
Uttarakhand,Rapeseed &Mustard,Rabi,2004-05,14790.0,9600.0,0.6490872210953347
Uttarakhand,Rapeseed &Mustard,Rabi,2005-06,15639.0,10070.0,0.6439030628556813
Uttarakhand,Rapeseed &Mustard,Rabi,2006-07,13480.0,7582.0,0.5624629080118695
Uttarakhand,Rapeseed &Mustard,Rabi,2007-08,12026.0,7704.0,0.6406120073174788
Uttarakhand,Rapeseed &Mustard,Rabi,2008-09,12051.0,7906.0,0.6560451414820346
Uttarakhand,Rapeseed &Mustard,Rabi,2009-10,13160.0,11013.0,0.836854103343465
Uttarakhand,Rapeseed &Mustard,Rabi,2010-11,12663.0,10288.0,0.812445707968096
Uttarakhand,Rapeseed &Mustard,Rabi,2011-12,12391.0,9733.0,0.785489468162376
Uttarakhand,Rapeseed &Mustard,Rabi,2012-13,13238.0,12093.0,0.9135065719897265
Uttarakhand,Rapeseed &Mustard,Rabi,2013-14,12061.0,9167.0,0.7600530635934002
Uttarakhand,Rapeseed &Mustard,Rabi,2014-15,14052.0,9963.0,0.7090093936806149
Uttarakhand,Rapeseed &Mustard,Rabi,2015-16,12275.0,11611.0,0.9459063136456212
Uttarakhand,Rapeseed &Mustard,Rabi,2016-17,13503.0,11534.0,0.8541805524698215
Uttarakhand,Rapeseed &Mustard,Rabi,2017-18,13592.0,11126.0,0.818569746909947
Uttarakhand,Rapeseed &Mustard,Rabi,2018-19,13144.0,12258.0,0.9325928180158247
Uttarakhand,Rapeseed &Mustard,Rabi,2019-20,12639.0,12472.0,0.9867869293456761
Uttarakhand,Rapeseed &Mustard,Rabi,2020-21,13150.0,11853.0,0.9013688212927756
Uttarakhand,Rice,Kharif,2000-01,285545.0,579074.0,2.027960566635732
Uttarakhand,Rice,Kharif,2001-02,280816.0,567662.0,2.0214731354338786
Uttarakhand,Rice,Kharif,2002-03,271219.0,511526.0,1.8860256840413099
Uttarakhand,Rice,Kharif,2003-04,271671.0,520831.0,1.917138745026153
Uttarakhand,Rice,Kharif,2004-05,281464.0,537876.0,1.9109939459398004
Uttarakhand,Rice,Kharif,2005-06,275459.0,526520.0,1.9114278349954077
Uttarakhand,Rice,Kharif,2006-07,273662.0,540128.0,1.9737047891194246
Uttarakhand,Rice,Kharif,2007-08,259805.0,523203.0,2.0138296029714593
Uttarakhand,Rice,Kharif,2008-09,275711.0,528524.0,1.9169492693436243
Uttarakhand,Rice,Kharif,2009-10,270608.0,551716.0,2.0388015136285698
Uttarakhand,Rice,Kharif,2010-11,270416.0,495083.0,1.8308199218981125
Uttarakhand,Rice,Kharif,2011-12,261319.0,544497.0,2.0836487205293146
Uttarakhand,Rice,Kharif,2012-13,255037.0,561339.0,2.201010049522226
Uttarakhand,Rice,Kharif,2013-14,246959.0,551758.0,2.2342089172696684
Uttarakhand,Rice,Kharif,2014-15,247698.0,561856.0,2.268310604042019
Uttarakhand,Rice,Kharif,2015-16,252163.0,591755.0,2.3467162113394906
Uttarakhand,Rice,Kharif,2016-17,251498.0,582720.0,2.316996556632657
Uttarakhand,Rice,Kharif,2017-18,246539.0,620027.0,2.5149246163892935
Uttarakhand,Rice,Kharif,2018-19,243666.0,574963.0,2.3596357308775127
Uttarakhand,Rice,Kharif,2019-20,240411.0,615514.0,2.560257226166856
Uttarakhand,Rice,Kharif,2020-21,241936.0,669372.0,2.7667316976390453
Uttarakhand,Rice,Rabi,2000-01,3062.0,9578.0,3.1280209013716527
Uttarakhand,Rice,Rabi,2001-02,3761.0,11855.0,3.1520872108481788
Uttarakhand,Rice,Rabi,2002-03,4090.0,11649.0,2.8481662591687043
Uttarakhand,Rice,Rabi,2006-07,9923.0,31208.0,3.1450166280358762
Uttarakhand,Rice,Rabi,2009-10,13775.0,39300.0,2.852994555353902
Uttarakhand,Rice,Rabi,2010-11,15277.0,50503.0,3.3058192053413626
Uttarakhand,Rice,Summer,2003-04,5655.0,21126.0,3.735809018567639
Uttarakhand,Rice,Summer,2004-05,7511.0,22367.0,2.977899081347357
Uttarakhand,Rice,Summer,2005-06,8971.0,42646.0,4.753762122394382
Uttarakhand,Rice,Summer,2007-08,12364.0,41864.0,3.3859592364930444
Uttarakhand,Rice,Summer,2008-09,12654.0,39797.0,3.145013434487119
Uttarakhand,Rice,Summer,2011-12,13680.0,45267.0,3.3089912280701754
Uttarakhand,Rice,Summer,2012-13,14200.0,45552.0,3.207887323943662
Uttarakhand,Rice,Summer,2013-14,12420.0,41310.0,3.3260869565217392
Uttarakhand,Rice,Summer,2014-15,12394.0,39004.0,3.1470066161045667
Uttarakhand,Rice,Summer,2015-16,13043.0,50137.0,3.8439776125124587
Uttarakhand,Rice,Summer,2016-17,14703.0,55577.0,3.7799768754675918
Uttarakhand,Rice,Summer,2017-18,13953.0,44845.0,3.214004156812155
Uttarakhand,Rice,Summer,2018-19,15682.0,51570.0,3.288483611784211
Uttarakhand,Rice,Summer,2019-20,17370.0,61915.0,3.5644789867587794
Uttarakhand,Rice,Summer,2020-21,15315.0,55057.0,3.5949722494286647
Uttarakhand,Sannhamp,Whole Year,2002-03,4007.0,1262.0,0.3149488395308211
Uttarakhand,Sesamum,Kharif,2000-01,2700.0,442.0,0.1637037037037037
Uttarakhand,Sesamum,Kharif,2001-02,2327.0,400.0,0.17189514396218306
Uttarakhand,Sesamum,Kharif,2002-03,2152.0,269.0,0.125
Uttarakhand,Sesamum,Kharif,2003-04,1857.0,294.0,0.1583198707592892
Uttarakhand,Sesamum,Kharif,2004-05,2035.0,468.0,0.22997542997542997
Uttarakhand,Sesamum,Kharif,2005-06,2164.0,547.0,0.25277264325323473
Uttarakhand,Sesamum,Kharif,2006-07,1799.0,431.0,0.23957754307948861
Uttarakhand,Sesamum,Kharif,2007-08,1961.0,445.0,0.22692503824579296
Uttarakhand,Sesamum,Kharif,2008-09,2228.0,478.0,0.21454219030520646
Uttarakhand,Sesamum,Kharif,2009-10,1959.0,400.0,0.20418580908626852
Uttarakhand,Sesamum,Kharif,2010-11,1887.0,409.0,0.21674615792262852
Uttarakhand,Sesamum,Kharif,2011-12,1745.0,400.0,0.22922636103151864
Uttarakhand,Sesamum,Kharif,2012-13,1778.0,486.0,0.27334083239595053
Uttarakhand,Sesamum,Kharif,2013-14,1798.0,467.0,0.25973303670745274
Uttarakhand,Sesamum,Kharif,2014-15,1540.0,408.0,0.2649350649350649
Uttarakhand,Sesamum,Kharif,2015-16,1700.0,464.0,0.27294117647058824
Uttarakhand,Sesamum,Kharif,2016-17,1864.0,544.0,0.2918454935622318
Uttarakhand,Sesamum,Kharif,2017-18,1888.0,563.0,0.2981991525423729
Uttarakhand,Sesamum,Kharif,2018-19,1848.0,550.0,0.2976190476190476
Uttarakhand,Sesamum,Kharif,2019-20,2052.0,620.0,0.30214424951267055
Uttarakhand,Sesamum,Kharif,2020-21,2017.0,537.0,0.2662369856222112
Uttarakhand,Small millets,Kharif,2000-01,73164.0,80384.0,1.0986824121152479
Uttarakhand,Small millets,Kharif,2001-02,74526.0,83951.0,1.1264659313528165
Uttarakhand,Small millets,Kharif,2002-03,73179.0,62634.0,0.8559012831550035
Uttarakhand,Small millets,Kharif,2006-07,71050.0,84239.0,1.1856298381421535
Uttarakhand,Small millets,Kharif,2009-10,63911.0,64574.0,1.010373801067109
Uttarakhand,Small millets,Kharif,2011-12,63943.0,79864.0,1.2489873793847646
Uttarakhand,Small millets,Kharif,2012-13,65057.0,80661.0,1.2398512074027392
Uttarakhand,Small millets,Kharif,2013-14,62135.0,76031.0,1.2236420696869719
Uttarakhand,Small millets,Kharif,2014-15,59534.0,78546.0,1.3193469278059595
Uttarakhand,Small millets,Kharif,2015-16,56570.0,72632.0,1.2839314124094043
Uttarakhand,Small millets,Kharif,2016-17,57467.0,78469.0,1.3654619172742617
Uttarakhand,Small millets,Kharif,2017-18,53160.0,70393.0,1.3241723100075244
Uttarakhand,Small millets,Kharif,2018-19,53829.0,68899.0,1.2799606160248194
Uttarakhand,Small millets,Kharif,2019-20,50305.0,67967.0,1.3510983003677566
Uttarakhand,Small millets,Kharif,2020-21,44769.0,65289.0,1.4583528781076192
Uttarakhand,Small millets,Rabi,2000-01,2.0,3.0,1.5
Uttarakhand,Small millets,Rabi,2001-02,1.0,1.0,1.0
Uttarakhand,Small millets,Rabi,2002-03,1.0,1.0,1.0
Uttarakhand,Soyabean,Kharif,2000-01,6478.0,4382.0,0.6764433467119482
Uttarakhand,Soyabean,Kharif,2001-02,9688.0,6176.0,0.6374896779521056
Uttarakhand,Soyabean,Kharif,2002-03,11488.0,7295.0,0.6350104456824512
Uttarakhand,Soyabean,Kharif,2003-04,13998.0,15045.0,1.0747963994856409
Uttarakhand,Soyabean,Kharif,2004-05,13347.0,17768.0,1.33123548362928
Uttarakhand,Soyabean,Kharif,2005-06,12885.0,15860.0,1.2308886301901436
Uttarakhand,Soyabean,Kharif,2006-07,9327.0,12329.0,1.3218612629998927
Uttarakhand,Soyabean,Kharif,2007-08,9863.0,13234.0,1.3417824191422487
Uttarakhand,Soyabean,Kharif,2008-09,8328.0,10133.0,1.2167387127761768
Uttarakhand,Soyabean,Kharif,2009-10,8270.0,13660.0,1.6517533252720678
Uttarakhand,Soyabean,Kharif,2010-11,8135.0,13174.0,1.619422249539029
Uttarakhand,Soyabean,Kharif,2011-12,9041.0,14414.0,1.594292666740405
Uttarakhand,Soyabean,Kharif,2012-13,9067.0,19415.0,2.141281570530495
Uttarakhand,Soyabean,Kharif,2013-14,9172.0,14374.0,1.5671609245529874
Uttarakhand,Soyabean,Kharif,2014-15,10772.0,14327.0,1.3300222799851467
Uttarakhand,Soyabean,Kharif,2015-16,11940.0,15950.0,1.3358458961474038
Uttarakhand,Soyabean,Kharif,2016-17,11431.0,13612.0,1.1907969556469251
Uttarakhand,Soyabean,Kharif,2017-18,10537.0,12759.0,1.2108759608996869
Uttarakhand,Soyabean,Kharif,2018-19,9054.0,9681.0,1.0692511597084162
Uttarakhand,Soyabean,Kharif,2019-20,8003.0,8838.0,1.1043358740472322
Uttarakhand,Soyabean,Kharif,2020-21,7246.0,8800.0,1.2144631520839084
Uttarakhand,Sugarcane,Whole Year,2000-01,116478.0,6831440.0,58.65004550215491
Uttarakhand,Sugarcane,Whole Year,2001-02,118637.0,6958951.0,58.65750988308875
Uttarakhand,Sugarcane,Whole Year,2002-03,122453.0,7362658.0,60.126399516549206
Uttarakhand,Sugarcane,Whole Year,2003-04,116877.0,7023220.0,60.09069363518913
Uttarakhand,Sugarcane,Whole Year,2004-05,106267.0,6358655.0,59.83659085134614
Uttarakhand,Sugarcane,Whole Year,2005-06,107748.0,6635715.0,61.585505067379444
Uttarakhand,Sugarcane,Whole Year,2006-07,118869.0,7267238.0,61.1365284472823
Uttarakhand,Sugarcane,Whole Year,2007-08,122533.0,7594553.0,61.97965446043107
Uttarakhand,Sugarcane,Whole Year,2008-09,107907.0,5683369.0,52.66914101958168
Uttarakhand,Sugarcane,Whole Year,2009-10,99988.0,6088488.0,60.89218706244749
Uttarakhand,Sugarcane,Whole Year,2010-11,102402.0,6235474.0,60.89211148219761
Uttarakhand,Sugarcane,Whole Year,2011-12,104210.0,6348078.0,60.916207657614436
Uttarakhand,Sugarcane,Whole Year,2012-13,103983.0,6344504.0,61.0148197301482
Uttarakhand,Sugarcane,Whole Year,2013-14,106499.0,6061428.0,56.91535131785275
Uttarakhand,Sugarcane,Whole Year,2014-15,100737.0,6108965.0,60.642713203688814
Uttarakhand,Sugarcane,Whole Year,2015-16,95538.0,5656014.0,59.201720781259816
Uttarakhand,Sugarcane,Whole Year,2016-17,91995.0,5445379.0,59.19211913690962
Uttarakhand,Sugarcane,Whole Year,2017-18,91618.0,6385778.0,69.70003711061145
Uttarakhand,Sugarcane,Whole Year,2018-19,92863.0,6459016.0,69.55424657829275
Uttarakhand,Sugarcane,Whole Year,2019-20,90688.0,6838266.0,75.40430928016937
Uttarakhand,Sugarcane,Whole Year,2020-21,90184.0,7970299.0,88.3781934711257
Uttarakhand,Sunflower,Kharif,2000-01,213.0,227.0,1.0657276995305165
Uttarakhand,Sunflower,Kharif,2001-02,47.0,46.0,0.9787234042553191
Uttarakhand,Sunflower,Kharif,2002-03,238.0,182.0,0.7647058823529411
Uttarakhand,Sunflower,Kharif,2003-04,262.0,301.0,1.1488549618320612
Uttarakhand,Sunflower,Kharif,2004-05,206.0,246.0,1.1941747572815533
Uttarakhand,Sunflower,Kharif,2005-06,119.0,142.0,1.1932773109243697
Uttarakhand,Sunflower,Kharif,2006-07,47.0,57.0,1.2127659574468086
Uttarakhand,Sunflower,Kharif,2007-08,45.0,43.0,0.9555555555555556
Uttarakhand,Sunflower,Kharif,2008-09,37.0,35.0,0.9459459459459459
Uttarakhand,Sunflower,Kharif,2009-10,5.0,6.0,1.2
Uttarakhand,Sunflower,Kharif,2011-12,24.0,10.0,0.4166666666666667
Uttarakhand,Sunflower,Kharif,2012-13,3.0,3.0,1.0
Uttarakhand,Sunflower,Kharif,2013-14,40.0,39.0,0.975
Uttarakhand,Sunflower,Kharif,2015-16,102.0,97.0,0.9509803921568627
Uttarakhand,Sunflower,Kharif,2016-17,7.0,4.0,0.5714285714285714
Uttarakhand,Sunflower,Kharif,2018-19,5.0,3.0,0.6
Uttarakhand,Sunflower,Kharif,2019-20,28.0,17.0,0.6071428571428571
Uttarakhand,Sunflower,Kharif,2020-21,3.0,2.0,0.6666666666666666
Uttarakhand,Sunflower,Summer,2018-19,3.0,3.0,1.0
Uttarakhand,Sunflower,Summer,2020-21,3.0,2.0,0.6666666666666666
Uttarakhand,Sunflower,Whole Year,2014-15,40.0,43.0,1.075
Uttarakhand,Tobacco,Whole Year,2000-01,102.0,713.0,6.990196078431373
Uttarakhand,Tobacco,Whole Year,2001-02,126.0,907.0,7.198412698412699
Uttarakhand,Tobacco,Whole Year,2002-03,738.0,2858.0,3.872628726287263
Uttarakhand,Tobacco,Whole Year,2003-04,23.0,78.0,3.391304347826087
Uttarakhand,Tobacco,Whole Year,2004-05,31.0,117.0,3.774193548387097
Uttarakhand,Tobacco,Whole Year,2005-06,26.0,97.0,3.730769230769231
Uttarakhand,Tobacco,Whole Year,2006-07,13.0,44.0,3.3846153846153846
Uttarakhand,Tobacco,Whole Year,2007-08,12.0,36.0,3.0
Uttarakhand,Tobacco,Whole Year,2008-09,11.0,39.0,3.5454545454545454
Uttarakhand,Tobacco,Whole Year,2009-10,11.0,7.0,0.6363636363636364
Uttarakhand,Tobacco,Whole Year,2010-11,8.0,23.0,2.875
Uttarakhand,Tobacco,Whole Year,2011-12,6.0,9.0,1.5
Uttarakhand,Tobacco,Whole Year,2013-14,6.0,22.0,3.6666666666666665
Uttarakhand,Tobacco,Whole Year,2014-15,5.0,10.0,2.0
Uttarakhand,Tobacco,Whole Year,2016-17,9.0,17.0,1.8888888888888888
Uttarakhand,Tobacco,Whole Year,2017-18,5.0,10.0,2.0
Uttarakhand,Tobacco,Whole Year,2018-19,1.0,2.0,2.0
Uttarakhand,Tobacco,Whole Year,2019-20,3.0,6.0,2.0
Uttarakhand,Tobacco,Whole Year,2020-21,3.0,6.0,2.0
Uttarakhand,Turmeric,Whole Year,2000-01,152.0,39.0,0.2565789473684211
Uttarakhand,Turmeric,Whole Year,2001-02,45.0,97.0,2.1555555555555554
Uttarakhand,Turmeric,Whole Year,2002-03,142.0,295.0,2.0774647887323945
Uttarakhand,Turmeric,Whole Year,2006-07,207.0,475.0,2.2946859903381642
Uttarakhand,Turmeric,Whole Year,2007-08,223.0,403.0,1.8071748878923768
Uttarakhand,Turmeric,Whole Year,2008-09,215.0,433.0,2.013953488372093
Uttarakhand,Turmeric,Whole Year,2009-10,155.0,149.0,0.9612903225806452
Uttarakhand,Turmeric,Whole Year,2010-11,191.0,370.0,1.9371727748691099
Uttarakhand,Turmeric,Whole Year,2011-12,1292.0,11037.0,8.542569659442725
Uttarakhand,Turmeric,Whole Year,2012-13,672.0,5246.0,7.806547619047619
Uttarakhand,Turmeric,Whole Year,2013-14,702.0,1317.0,1.876068376068376
Uttarakhand,Turmeric,Whole Year,2014-15,903.0,1740.0,1.9269102990033222
Uttarakhand,Turmeric,Whole Year,2015-16,980.0,1738.0,1.773469387755102
Uttarakhand,Turmeric,Whole Year,2016-17,855.0,1749.0,2.0456140350877194
Uttarakhand,Turmeric,Whole Year,2017-18,800.0,1804.0,2.255
Uttarakhand,Turmeric,Whole Year,2018-19,1308.0,4092.0,3.128440366972477
Uttarakhand,Turmeric,Whole Year,2019-20,1313.0,4270.0,3.252094440213252
Uttarakhand,Turmeric,Whole Year,2020-21,1299.0,4186.0,3.22247882986913
Uttarakhand,Urad,Kharif,2000-01,10160.0,4481.0,0.44104330708661416
Uttarakhand,Urad,Kharif,2001-02,10685.0,6660.0,0.6233036967711746
Uttarakhand,Urad,Kharif,2002-03,9805.0,3680.0,0.37531871494135643
Uttarakhand,Urad,Kharif,2003-04,10774.0,3905.0,0.36244663077779843
Uttarakhand,Urad,Kharif,2004-05,11212.0,4937.0,0.4403317873706743
Uttarakhand,Urad,Kharif,2005-06,10688.0,5771.0,0.5399513473053892
Uttarakhand,Urad,Kharif,2006-07,10941.0,7023.0,0.6418974499588703
Uttarakhand,Urad,Kharif,2007-08,11409.0,8776.0,0.7692172845998773
Uttarakhand,Urad,Kharif,2008-09,12152.0,8916.0,0.7337063857801185
Uttarakhand,Urad,Kharif,2009-10,10731.0,7705.0,0.7180132326903365
Uttarakhand,Urad,Kharif,2010-11,10475.0,8392.0,0.801145584725537
Uttarakhand,Urad,Kharif,2011-12,11013.0,8941.0,0.8118587124307637
Uttarakhand,Urad,Kharif,2012-13,11770.0,9211.0,0.7825828377230246
Uttarakhand,Urad,Kharif,2013-14,11132.0,8839.0,0.7940172475745598
Uttarakhand,Urad,Kharif,2014-15,12610.0,9538.0,0.7563838223632038
Uttarakhand,Urad,Kharif,2015-16,11940.0,7876.0,0.6596314907872697
Uttarakhand,Urad,Kharif,2016-17,12481.0,10194.0,0.8167614774457175
Uttarakhand,Urad,Kharif,2017-18,12884.0,9838.0,0.7635827382800373
Uttarakhand,Urad,Kharif,2018-19,12491.0,10727.0,0.8587783203906812
