State,Crop,Season,Year,Area,Production,Yield
Gujarat,Sesamum,Summer,2013-14,78474.0,39287.0,0.5006371537069603
Gujarat,Sesamum,Summer,2014-15,53301.0,26290.0,0.49323652464306483
Gujarat,Sesamum,Summer,2015-16,10716.0,5228.0,0.48786860768943635
Gujarat,Sesamum,Summer,2016-17,20007.0,16326.0,0.8160143949617634
Gujarat,Sesamum,Summer,2017-18,15233.0,13986.0,0.9181382524781724
Gujarat,Sesamum,Summer,2018-19,17620.0,10919.0,0.6196935300794552
Gujarat,Sesamum,Summer,2019-20,55722.0,51278.0,0.9202469401672589
Gujarat,Sesamum,Whole Year,1997-98,295600.0,177000.0,0.5987821380243572
Gujarat,Small millets,Kharif,1997-98,14900.0,6300.0,0.4228187919463087
Gujarat,Small millets,Kharif,1998-99,11300.0,4600.0,0.40707964601769914
Gujarat,Small millets,Kharif,1999-00,11400.0,3300.0,0.2894736842105263
Gujarat,Small millets,Kharif,2000-01,10500.0,2500.0,0.23809523809523808
Gujarat,Small millets,Kharif,2001-02,12900.0,2900.0,0.2248062015503876
Gujarat,Small millets,Kharif,2002-03,11800.0,3100.0,0.2627118644067797
Gujarat,Small millets,Kharif,2003-04,6800.0,2100.0,0.3088235294117647
Gujarat,Small millets,Kharif,2004-05,12300.0,4000.0,0.3252032520325203
Gujarat,Small millets,Rabi,1998-99,2300.0,1000.0,0.43478260869565216
Gujarat,Small millets,Rabi,1999-00,5300.0,1800.0,0.33962264150943394
Gujarat,Small millets,Rabi,2000-01,600.0,200.0,0.3333333333333333
Gujarat,Small millets,Rabi,2001-02,1200.0,400.0,0.3333333333333333
Gujarat,Small millets,Rabi,2002-03,1800.0,500.0,0.2777777777777778
Gujarat,Small millets,Rabi,2003-04,10300.0,3700.0,0.3592233009708738
Gujarat,Small millets,Rabi,2004-05,10400.0,3900.0,0.375
Gujarat,Small millets,Rabi,2014-15,15189.0,19191.0,1.2634801501086312
Gujarat,Small millets,Rabi,2015-16,14582.0,18735.0,1.284803182005212
Gujarat,Small millets,Rabi,2017-18,10080.0,17290.0,1.7152777777777777
Gujarat,Small millets,Rabi,2018-19,7780.0,11879.0,1.5268637532133675
Gujarat,Small millets,Rabi,2019-20,8179.0,13554.0,1.657170803276684
Gujarat,Soyabean,Kharif,2010-11,84000.0,68100.0,0.8107142857142857
Gujarat,Soyabean,Kharif,2011-12,42100.0,33400.0,0.7933491686460807
Gujarat,Soyabean,Kharif,2012-13,46500.0,36400.0,0.7827956989247312
Gujarat,Soyabean,Kharif,2013-14,59954.0,47747.0,0.7963939019915268
Gujarat,Soyabean,Kharif,2014-15,58047.0,45095.0,0.7768704670353335
Gujarat,Soyabean,Kharif,2015-16,80354.0,61832.0,0.7694949846927347
Gujarat,Soyabean,Kharif,2016-17,120222.0,105981.0,0.8815441433348306
Gujarat,Soyabean,Kharif,2017-18,146015.0,137352.0,0.9406704790603705
Gujarat,Soyabean,Kharif,2018-19,135651.0,323997.0,2.3884600924431076
Gujarat,Soyabean,Kharif,2019-20,100624.0,132661.0,1.3183832882811257
Gujarat,Sugarcane,Whole Year,1997-98,165000.0,11832000.0,71.7090909090909
Gujarat,Sugarcane,Whole Year,1998-99,196300.0,13565000.0,69.10341314314825
Gujarat,Sugarcane,Whole Year,1999-00,201400.0,14065000.0,69.83614697120159
Gujarat,Sugarcane,Whole Year,2000-01,177700.0,12689000.0,71.40686550365785
Gujarat,Sugarcane,Whole Year,2001-02,175800.0,12458000.0,70.8646188850967
Gujarat,Sugarcane,Whole Year,2002-03,202900.0,14069000.0,69.33957614588468
Gujarat,Sugarcane,Whole Year,2003-04,176200.0,12669000.0,71.90124858115777
Gujarat,Sugarcane,Whole Year,2004-05,196600.0,14558000.0,74.04883011190233
Gujarat,Sugarcane,Whole Year,2005-06,213200.0,17786000.0,83.42401500938087
Gujarat,Sugarcane,Whole Year,2006-07,216100.0,16554000.0,76.60342434058306
Gujarat,Sugarcane,Whole Year,2007-08,211000.0,15190000.0,71.99052132701422
Gujarat,Sugarcane,Whole Year,2008-09,221300.0,15512000.0,70.09489380930863
Gujarat,Sugarcane,Whole Year,2009-10,190300.0,13304000.0,69.91066736731477
Gujarat,Sugarcane,Whole Year,2010-11,190100.0,13763000.0,72.39873750657549
Gujarat,Sugarcane,Whole Year,2011-12,201900.0,12748000.0,63.14016840019812
Gujarat,Sugarcane,Whole Year,2012-13,176600.0,1260800.0,7.13929784824462
Gujarat,Sugarcane,Whole Year,2013-14,173065.0,11513762.0,66.52854129951174
Gujarat,Sugarcane,Whole Year,2014-15,208553.0,14342042.0,68.7692912592962
Gujarat,Sugarcane,Whole Year,2015-16,157130.0,10947109.0,69.66912110990899
Gujarat,Sugarcane,Whole Year,2016-17,157987.0,10786971.0,68.2775861305044
Gujarat,Sugarcane,Whole Year,2017-18,181699.0,11622609.0,63.966279396144174
Gujarat,Sugarcane,Whole Year,2018-19,161039.0,11664869.0,72.4350561044219
Gujarat,Sugarcane,Whole Year,2019-20,160940.0,11569942.0,71.88978501304834
Gujarat,Tobacco,Kharif,2008-09,49200.0,70100.0,1.4247967479674797
Gujarat,Tobacco,Kharif,2009-10,62800.0,101500.0,1.6162420382165605
Gujarat,Tobacco,Kharif,2010-11,59900.0,104500.0,1.7445742904841401
Gujarat,Tobacco,Kharif,2011-12,62600.0,117500.0,1.876996805111821
Gujarat,Tobacco,Kharif,2012-13,43900.0,77200.0,1.7585421412300684
Gujarat,Tobacco,Kharif,2013-14,39062.0,79031.0,2.0232194972095643
Gujarat,Tobacco,Kharif,2014-15,48148.0,90440.0,1.8783750103846473
Gujarat,Tobacco,Kharif,2015-16,61136.0,111187.0,1.8186829364040826
Gujarat,Tobacco,Kharif,2016-17,37917.0,74392.0,1.9619695651027245
Gujarat,Tobacco,Kharif,2017-18,53109.0,98567.0,1.85593778832213
Gujarat,Tobacco,Kharif,2018-19,61555.0,113834.0,1.8493054991471043
Gujarat,Tobacco,Kharif,2019-20,48234.0,94813.0,1.9656881038271758
Gujarat,Tobacco,Rabi,2009-10,62800.0,101500.0,1.6162420382165605
Gujarat,Tobacco,Rabi,2010-11,88000.0,176000.0,2.0
Gujarat,Tobacco,Rabi,2011-12,95400.0,160900.0,1.6865828092243187
Gujarat,Tobacco,Rabi,2012-13,80000.0,135200.0,1.69
Gujarat,Tobacco,Rabi,2013-14,84085.0,149870.0,1.7823630849735388
Gujarat,Tobacco,Rabi,2014-15,114809.0,213940.0,1.8634427614559834
Gujarat,Tobacco,Rabi,2015-16,135711.0,270584.0,1.9938251136606466
Gujarat,Tobacco,Rabi,2016-17,116736.0,388498.0,3.32800507127193
Gujarat,Tobacco,Rabi,2017-18,120748.0,420590.0,3.4832046907609238
Gujarat,Tobacco,Rabi,2018-19,115855.0,203338.0,1.755107677700574
Gujarat,Tobacco,Rabi,2019-20,114029.0,292868.0,2.568364188057424
Gujarat,Tobacco,Whole Year,1997-98,111000.0,183900.0,1.6567567567567567
Gujarat,Tobacco,Whole Year,1998-99,103700.0,184700.0,1.781099324975892
Gujarat,Tobacco,Whole Year,1999-00,110600.0,199700.0,1.805605786618445
Gujarat,Tobacco,Whole Year,2000-01,87800.0,148500.0,1.6913439635535308
Gujarat,Tobacco,Whole Year,2001-02,85500.0,145300.0,1.6994152046783626
Gujarat,Tobacco,Whole Year,2002-03,66400.0,114600.0,1.7259036144578312
Gujarat,Tobacco,Whole Year,2003-04,68200.0,124800.0,1.8299120234604105
Gujarat,Tobacco,Whole Year,2004-05,71300.0,113900.0,1.597475455820477
Gujarat,Tobacco,Whole Year,2005-06,65100.0,101500.0,1.5591397849462365
Gujarat,Tobacco,Whole Year,2006-07,57000.0,98400.0,1.7263157894736842
Gujarat,Tobacco,Whole Year,2007-08,45700.0,78700.0,1.7221006564551422
Gujarat,Urad,Kharif,1997-98,131400.0,83700.0,0.636986301369863
Gujarat,Urad,Kharif,1998-99,125200.0,75200.0,0.6006389776357828
Gujarat,Urad,Kharif,1999-00,109300.0,38400.0,0.3513266239707228
Gujarat,Urad,Kharif,2000-01,84000.0,24700.0,0.29404761904761906
Gujarat,Urad,Kharif,2001-02,113700.0,64100.0,0.5637642919964819
Gujarat,Urad,Kharif,2002-03,121600.0,45300.0,0.3725328947368421
Gujarat,Urad,Kharif,2003-04,107500.0,71300.0,0.6632558139534884
Gujarat,Urad,Kharif,2004-05,96000.0,48600.0,0.50625
Gujarat,Urad,Kharif,2005-06,92700.0,61500.0,0.6634304207119741
Gujarat,Urad,Kharif,2006-07,89500.0,39200.0,0.43798882681564244
Gujarat,Urad,Kharif,2007-08,104200.0,71200.0,0.6833013435700576
Gujarat,Urad,Kharif,2008-09,95500.0,64100.0,0.6712041884816754
Gujarat,Urad,Kharif,2009-10,97900.0,50500.0,0.515832482124617
Gujarat,Urad,Kharif,2010-11,102100.0,68700.0,0.672869735553379
Gujarat,Urad,Kharif,2011-12,96200.0,67600.0,0.7027027027027027
Gujarat,Urad,Kharif,2012-13,94400.0,59600.0,0.6313559322033898
Gujarat,Urad,Kharif,2013-14,86413.0,52715.0,0.6100355270619005
Gujarat,Urad,Kharif,2014-15,67835.0,47654.0,0.7024987101054028
Gujarat,Urad,Kharif,2015-16,65221.0,38989.0,0.5977982551632143
Gujarat,Urad,Kharif,2016-17,193539.0,117650.0,0.6078878158924041
Gujarat,Urad,Kharif,2017-18,128059.0,81324.0,0.6350510311653222
Gujarat,Urad,Kharif,2018-19,106156.0,61583.0,0.5801179396360074
Gujarat,Urad,Kharif,2019-20,86469.0,52291.0,0.6047369577536458
Gujarat,Urad,Summer,2010-11,7000.0,4600.0,0.6571428571428571
Gujarat,Urad,Summer,2011-12,7000.0,4400.0,0.6285714285714286
Gujarat,Urad,Summer,2012-13,400.0,500.0,1.25
Gujarat,Urad,Summer,2013-14,1253.0,801.0,0.6392657621707901
Gujarat,Urad,Summer,2014-15,1351.0,877.0,0.6491487786824575
Gujarat,Urad,Summer,2015-16,2852.0,2016.0,0.7068723702664796
Gujarat,Urad,Summer,2016-17,3812.0,4616.0,1.210912906610703
Gujarat,Urad,Summer,2017-18,7890.0,9914.0,1.2565272496831432
Gujarat,Urad,Summer,2018-19,3795.0,5608.0,1.477733860342556
Gujarat,Urad,Summer,2019-20,13456.0,21329.0,1.5850921521997623
Gujarat,Wheat,Rabi,1997-98,694000.0,1647100.0,2.373342939481268
Gujarat,Wheat,Rabi,1998-99,705400.0,1702600.0,2.4136660051034875
Gujarat,Wheat,Rabi,1999-00,482100.0,1020000.0,2.115743621655258
Gujarat,Wheat,Rabi,2000-01,286100.0,649000.0,2.2684376092275427
Gujarat,Wheat,Rabi,2001-02,470100.0,1144700.0,2.435013826845352
Gujarat,Wheat,Rabi,2002-03,435600.0,856600.0,1.9664830119375574
Gujarat,Wheat,Rabi,2003-04,759500.0,2036500.0,2.6813693219223174
Gujarat,Wheat,Rabi,2004-05,727400.0,1805500.0,2.482128127577674
Gujarat,Wheat,Rabi,2005-06,858800.0,2319200.0,2.7005123428039126
Gujarat,Wheat,Rabi,2006-07,1072300.0,2791500.0,2.6032826634337405
Gujarat,Wheat,Rabi,2007-08,1273900.0,3837700.0,3.012559855561661
Gujarat,Wheat,Rabi,2008-09,1091400.0,2592600.0,2.3754810335349092
Gujarat,Wheat,Rabi,2009-10,878000.0,2351300.0,2.6780182232346244
Gujarat,Wheat,Rabi,2010-11,1588600.0,5013400.0,3.155860506106005
Gujarat,Wheat,Rabi,2011-12,1350600.0,4072100.0,3.0150303568784245
Gujarat,Wheat,Rabi,2012-13,1023500.0,2944000.0,2.8764044943820224
Gujarat,Wheat,Rabi,2013-14,1442288.0,4607993.0,3.1949187679575783
Gujarat,Wheat,Rabi,2014-15,1171449.0,3293487.0,2.8114642634890634
Gujarat,Wheat,Rabi,2015-16,857696.0,2315849.0,2.7000813808155804
Gujarat,Wheat,Rabi,2016-17,999370.0,2757755.0,2.7594934808929628
Gujarat,Wheat,Rabi,2017-18,1058778.0,3101037.0,2.9288831086403384
Gujarat,Wheat,Rabi,2018-19,797156.0,2407132.0,3.019649855235362
Gujarat,Wheat,Rabi,2019-20,1393487.0,4553681.0,3.2678317056420334
Gujarat,other oilseeds,Kharif,2010-11,102000.0,36900.0,0.36176470588235293
Gujarat,other oilseeds,Whole Year,2011-12,69600.0,38100.0,0.5474137931034483
Haryana,Arhar/Tur,Kharif,1998-99,14247.0,13500.0,0.9475679090334808
Haryana,Arhar/Tur,Kharif,1999-00,11630.0,9800.0,0.8426483233018057
Haryana,Arhar/Tur,Kharif,2000-01,14482.0,11400.0,0.7871840905952217
Haryana,Arhar/Tur,Kharif,2001-02,17903.0,13900.0,0.7764061889068871
Haryana,Arhar/Tur,Kharif,2002-03,36972.0,30400.0,0.8222438602185438
Haryana,Arhar/Tur,Kharif,2003-04,25807.0,31000.0,1.2012244739799278
Haryana,Arhar/Tur,Kharif,2004-05,28860.0,30100.0,1.042966042966043
Haryana,Arhar/Tur,Kharif,2005-06,30067.0,24400.0,0.8115209365749826
Haryana,Arhar/Tur,Kharif,2006-07,27412.0,29800.0,1.0871151320589523
Haryana,Arhar/Tur,Kharif,2007-08,28779.0,30600.0,1.06327530490983
Haryana,Arhar/Tur,Kharif,2008-09,33431.0,35800.0,1.070862373246388
Haryana,Arhar/Tur,Kharif,2009-10,19853.0,21600.0,1.087996776305848
Haryana,Arhar/Tur,Kharif,2010-11,21927.0,23700.0,1.0808592146668492
Haryana,Arhar/Tur,Kharif,2011-12,16803.0,18200.0,1.0831399154912813
Haryana,Arhar/Tur,Kharif,2012-13,12552.0,13863.0,1.1044455066921606
Haryana,Arhar/Tur,Kharif,2013-14,9400.0,10500.0,1.1170212765957446
Haryana,Arhar/Tur,Kharif,2014-15,6000.0,6100.0,1.0166666666666666
Haryana,Arhar/Tur,Kharif,2015-16,4400.0,5000.0,1.1363636363636365
Haryana,Arhar/Tur,Kharif,2016-17,5600.0,4160.0,0.7428571428571429
Haryana,Arhar/Tur,Kharif,2017-18,4410.0,5040.0,1.1428571428571428
Haryana,Arhar/Tur,Kharif,2018-19,2108.0,2472.0,1.1726755218216318
Haryana,Arhar/Tur,Kharif,2019-20,1263.0,1404.0,1.1116389548693586
Haryana,Bajra,Kharif,1997-98,584000.0,674000.0,1.154109589041096
Haryana,Bajra,Kharif,1998-99,613174.0,618800.0,1.0091752096468538
Haryana,Bajra,Kharif,1999-00,586877.0,582000.0,0.9916899111738916
Haryana,Bajra,Kharif,2000-01,608321.0,656000.0,1.0783780273901444
Haryana,Bajra,Kharif,2001-02,585474.0,832000.0,1.4210707905047877
Haryana,Bajra,Kharif,2002-03,513720.0,458000.0,0.8915362454255237
Haryana,Bajra,Kharif,2003-04,624513.0,886300.0,1.419185829598423
Haryana,Bajra,Kharif,2004-05,565313.0,746000.0,1.3196229345513018
Haryana,Bajra,Kharif,2005-06,631660.0,706000.0,1.1176898964632873
Haryana,Bajra,Kharif,2006-07,618985.0,1021000.0,1.6494745430018498
Haryana,Bajra,Kharif,2007-08,627983.0,1156000.0,1.8408141621668102
Haryana,Bajra,Kharif,2008-09,612934.0,1087000.0,1.7734372705707302
Haryana,Bajra,Kharif,2009-10,583809.0,930000.0,1.5929867473779953
Haryana,Bajra,Kharif,2010-11,659592.0,1183000.0,1.7935329718977793
Haryana,Bajra,Kharif,2011-12,576167.0,1175000.0,2.0393392887825925
Haryana,Bajra,Kharif,2012-13,410731.0,791000.0,1.9258346703803706
Haryana,Bajra,Kharif,2013-14,403000.0,829000.0,2.0570719602977667
Haryana,Bajra,Kharif,2014-15,393000.0,683000.0,1.737913486005089
Haryana,Bajra,Kharif,2015-16,370000.0,653000.0,1.7648648648648648
Haryana,Bajra,Kharif,2016-17,464300.0,934000.0,2.0116304113719576
Haryana,Bajra,Kharif,2017-18,449400.0,720300.0,1.602803738317757
Haryana,Bajra,Kharif,2018-19,424700.0,878300.0,2.0680480339062868
Haryana,Bajra,Kharif,2019-20,492900.0,1101500.0,2.2347332116047878
Haryana,Banana,Whole Year,2002-03,154.0,0.0,0.0
Haryana,Banana,Whole Year,2003-04,52.0,0.0,0.0
Haryana,Barley,Rabi,1997-98,42000.0,116000.0,2.761904761904762
Haryana,Barley,Rabi,1998-99,36376.0,100000.0,2.749065317791951
Haryana,Barley,Rabi,1999-00,34744.0,102000.0,2.9357586921482848
Haryana,Barley,Rabi,2000-01,44116.0,118000.0,2.674766524616919
Haryana,Barley,Rabi,2001-02,29673.0,86000.0,2.898257675327739
Haryana,Barley,Rabi,2002-03,30326.0,81000.0,2.6709754006463102
Haryana,Barley,Rabi,2003-04,27100.0,73000.0,2.6937269372693726
Haryana,Barley,Rabi,2004-05,22432.0,58000.0,2.585592011412268
Haryana,Barley,Rabi,2005-06,28234.0,79000.0,2.7980449103917264
Haryana,Barley,Rabi,2006-07,37650.0,115000.0,3.054448871181939
Haryana,Barley,Rabi,2007-08,39528.0,120000.0,3.0358227079538556
Haryana,Barley,Rabi,2008-09,53028.0,185000.0,3.488722938824772
Haryana,Barley,Rabi,2009-10,42096.0,137000.0,3.2544659825161535
Haryana,Barley,Rabi,2010-11,37269.0,130000.0,3.488153693418122
Haryana,Barley,Rabi,2011-12,41197.0,149000.0,3.6167682112775204
Haryana,Barley,Rabi,2012-13,47696.0,167000.0,3.501341831600134
Haryana,Barley,Rabi,2013-14,39000.0,151000.0,3.871794871794872
Haryana,Barley,Rabi,2014-15,35000.0,110000.0,3.142857142857143
Haryana,Barley,Rabi,2015-16,29000.0,99000.0,3.413793103448276
Haryana,Barley,Rabi,2016-17,20800.0,75500.0,3.6298076923076925
Haryana,Barley,Rabi,2017-18,20200.0,73500.0,3.6386138613861387
Haryana,Barley,Rabi,2018-19,14900.0,57600.0,3.865771812080537
Haryana,Barley,Rabi,2019-20,12100.0,46600.0,3.8512396694214877
Haryana,Castor seed,Kharif,2006-07,5543.0,2400.0,0.4329785314811474
Haryana,Castor seed,Kharif,2007-08,2098.0,1900.0,0.9056244041944709
Haryana,Castor seed,Kharif,2008-09,1823.0,2100.0,1.151947339550192
Haryana,Castor seed,Kharif,2009-10,1012.0,1100.0,1.0869565217391304
Haryana,Castor seed,Kharif,2010-11,1654.0,700.0,0.42321644498186217
Haryana,Castor seed,Kharif,2011-12,2932.0,1300.0,0.4433833560709413
Haryana,Castor seed,Kharif,2012-13,1262.0,606.0,0.48019017432646594
Haryana,Castor seed,Kharif,2013-14,700.0,700.0,1.0
Haryana,Castor seed,Kharif,2014-15,500.0,600.0,1.2
Haryana,Castor seed,Kharif,2015-16,500.0,400.0,0.8
Haryana,Castor seed,Kharif,2016-17,1800.0,2000.0,1.1111111111111112
Haryana,Castor seed,Kharif,2017-18,900.0,900.0,1.0
Haryana,Castor seed,Kharif,2018-19,2232.0,1505.0,0.6742831541218638
Haryana,Castor seed,Kharif,2019-20,6685.0,4454.0,0.6662677636499627
Haryana,Coriander,Whole Year,2008-09,398.0,800.0,2.0100502512562812
Haryana,Coriander,Whole Year,2009-10,378.0,600.0,1.5873015873015872
Haryana,Coriander,Whole Year,2010-11,292.0,0.0,0.0
Haryana,Coriander,Whole Year,2011-12,275.0,300.0,1.0909090909090908
Haryana,Coriander,Whole Year,2012-13,294.0,307.0,1.0442176870748299
Haryana,Coriander,Whole Year,2013-14,2540.0,3072.0,1.2094488188976378
Haryana,Coriander,Whole Year,2014-15,2166.0,3904.0,1.8024007386888274
Haryana,Coriander,Whole Year,2015-16,2659.0,5697.0,2.142534787514103
Haryana,Coriander,Whole Year,2016-17,2261.0,4004.0,1.7708978328173375
Haryana,Coriander,Whole Year,2017-18,2211.0,5287.0,2.3912256897331523
Haryana,Coriander,Whole Year,2018-19,2284.0,5904.0,2.584938704028021
Haryana,Coriander,Whole Year,2019-20,2163.6,6291.0,2.9076539101497505
Haryana,Cotton(lint),Kharif,1998-99,583165.0,874000.0,1.4987182015381582
Haryana,Cotton(lint),Kharif,1999-00,543718.0,1304000.0,2.3983020609948538
Haryana,Cotton(lint),Kharif,2000-01,555385.0,1016700.0,1.830622000954293
Haryana,Cotton(lint),Kharif,2001-02,629468.0,722000.0,1.147000324083194
Haryana,Cotton(lint),Kharif,2002-03,518328.0,1038000.0,2.0025929527249153
Haryana,Cotton(lint),Kharif,2003-04,526038.0,1407000.0,2.674711712842038
Haryana,Cotton(lint),Kharif,2004-05,621234.0,2075000.0,3.3401262648213073
Haryana,Cotton(lint),Kharif,2005-06,583779.0,1502000.0,2.57289145378645
Haryana,Cotton(lint),Kharif,2006-07,527693.0,1805000.0,3.4205494482587415
Haryana,Cotton(lint),Kharif,2007-08,482474.0,1882000.0,3.900728329402206
Haryana,Cotton(lint),Kharif,2008-09,456086.0,1862000.0,4.082563376205365
Haryana,Cotton(lint),Kharif,2009-10,505082.0,1918000.0,3.7974031939368262
Haryana,Cotton(lint),Kharif,2010-11,493228.0,1747000.0,3.5419724752041652
Haryana,Cotton(lint),Kharif,2011-12,601756.0,2621000.0,4.355585985017183
Haryana,Cotton(lint),Kharif,2012-13,592640.0,2378000.0,4.012553995680346
Haryana,Cotton(lint),Kharif,2013-14,567000.0,2027000.0,3.5749559082892417
Haryana,Cotton(lint),Kharif,2014-15,647000.0,1939000.0,2.996908809891808
Haryana,Cotton(lint),Kharif,2015-16,615000.0,995000.0,1.6178861788617886
Haryana,Cotton(lint),Kharif,2016-17,571100.0,2046300.0,3.5830852740325687
Haryana,Cotton(lint),Kharif,2017-18,668500.0,1622500.0,2.4270755422587884
Haryana,Cotton(lint),Kharif,2018-19,708900.0,2016600.0,2.844688954718578
Haryana,Cotton(lint),Kharif,2019-20,723000.0,2463000.0,3.4066390041493775
Haryana,Cotton(lint),Whole Year,1997-98,631000.0,1107000.0,1.7543581616481776
Haryana,Dry chillies,Whole Year,1998-99,1891.0,1600.0,0.8461131676361714
Haryana,Dry chillies,Whole Year,1999-00,2619.0,2600.0,0.9927453226422298
Haryana,Dry chillies,Whole Year,2000-01,2140.0,2100.0,0.9813084112149533
Haryana,Dry chillies,Whole Year,2001-02,1933.0,2200.0,1.1381272633212622
Haryana,Dry chillies,Whole Year,2003-04,1342.0,1400.0,1.0432190760059612
Haryana,Dry chillies,Whole Year,2004-05,1280.0,9600.0,7.5
Haryana,Dry chillies,Whole Year,2005-06,1548.0,1300.0,0.8397932816537468
Haryana,Dry chillies,Whole Year,2006-07,1467.0,1200.0,0.8179959100204499
Haryana,Dry chillies,Whole Year,2007-08,1321.0,13800.0,10.44663133989402
Haryana,Dry chillies,Whole Year,2008-09,1613.0,14500.0,8.989460632362059
Haryana,Dry chillies,Whole Year,2009-10,908.0,1400.0,1.5418502202643172
Haryana,Dry chillies,Whole Year,2010-11,1139.0,10900.0,9.569798068481123
Haryana,Dry chillies,Whole Year,2012-13,832.0,8000.0,9.615384615384615
Haryana,Garlic,Whole Year,2000-01,286.0,2300.0,8.041958041958042
Haryana,Garlic,Whole Year,2001-02,349.0,2800.0,8.022922636103152
Haryana,Garlic,Whole Year,2004-05,357.0,2900.0,8.123249299719888
Haryana,Garlic,Whole Year,2006-07,415.0,7500.0,18.072289156626507
Haryana,Garlic,Whole Year,2007-08,586.0,3700.0,6.313993174061434
Haryana,Garlic,Whole Year,2008-09,492.0,3100.0,6.300813008130081
Haryana,Garlic,Whole Year,2009-10,735.0,6500.0,8.843537414965986
Haryana,Garlic,Whole Year,2010-11,750.0,800.0,1.0666666666666667
Haryana,Garlic,Whole Year,2011-12,1252.0,1200.0,0.9584664536741214
Haryana,Garlic,Whole Year,2012-13,657.0,6600.0,10.045662100456621
Haryana,Garlic,Whole Year,2013-14,4316.0,36372.0,8.427247451343836
Haryana,Garlic,Whole Year,2014-15,3342.0,32575.0,9.747157390783961
Haryana,Garlic,Whole Year,2015-16,3973.0,40497.0,10.193053108482255
Haryana,Garlic,Whole Year,2016-17,3878.0,40764.0,10.511603919546157
Haryana,Garlic,Whole Year,2017-18,4420.0,51356.0,11.619004524886877
Haryana,Garlic,Whole Year,2018-19,3293.0,42643.0,12.94959003947768
Haryana,Garlic,Whole Year,2019-20,3096.0,41622.0,13.443798449612403
Haryana,Ginger,Kharif,2000-01,65.0,0.0,0.0
Haryana,Ginger,Kharif,2010-11,61.0,100.0,1.639344262295082
Haryana,Ginger,Kharif,2011-12,64.0,100.0,1.5625
Haryana,Ginger,Kharif,2012-13,67.0,0.0,0.0
Haryana,Ginger,Whole Year,2013-14,625.0,8961.0,14.3376
Haryana,Ginger,Whole Year,2014-15,285.0,4160.0,14.596491228070175
Haryana,Ginger,Whole Year,2015-16,289.0,4304.0,14.892733564013842
Haryana,Ginger,Whole Year,2016-17,108.0,1877.0,17.37962962962963
Haryana,Ginger,Whole Year,2017-18,592.0,4468.0,7.547297297297297
Haryana,Ginger,Whole Year,2018-19,92.0,720.0,7.826086956521739
Haryana,Ginger,Whole Year,2019-20,74.0,623.0,8.41891891891892
Haryana,Gram,Kharif,1997-98,59000.0,45000.0,0.7627118644067796
Haryana,Gram,Rabi,1997-98,295000.0,264000.0,0.8949152542372881
Haryana,Gram,Rabi,1998-99,356872.0,294000.0,0.823824788719765
Haryana,Gram,Rabi,1999-00,100405.0,58000.0,0.5776604750759424
Haryana,Gram,Rabi,2000-01,124536.0,80000.0,0.6423845313804843
Haryana,Gram,Rabi,2001-02,142476.0,122000.0,0.8562845672253573
Haryana,Gram,Rabi,2002-03,54658.0,41000.0,0.7501189212924
Haryana,Gram,Rabi,2003-04,122845.0,100000.0,0.8140339452155155
Haryana,Gram,Rabi,2004-05,107920.0,91000.0,0.8432171979243884
Haryana,Gram,Rabi,2005-06,129782.0,72000.0,0.5547764713134333
Haryana,Gram,Rabi,2006-07,107656.0,90000.0,0.8359961358400833
Haryana,Gram,Rabi,2007-08,107338.0,54000.0,0.503083716857031
Haryana,Gram,Rabi,2008-09,123563.0,129000.0,1.0440018452125637
Haryana,Gram,Rabi,2009-10,84031.0,62000.0,0.7378229462936298
Haryana,Gram,Rabi,2010-11,111521.0,110000.0,0.9863613131159154
